OTU	Kingdom	Phylum	Class	Order	Family	Genus
Otu011717	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured	uncultured_ge
Otu011718	Bacteria	Chloroflexi	KD4-96	KD4-96_or	KD4-96_fa	KD4-96_ge
Otu011719	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
Otu011720	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae_ge
Otu011721	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12_ge
Otu011722	Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26	BSV26_ge
Otu011723	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured
Otu011724	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
Otu011725	Bacteria	Planctomycetes	vadinHA49	vadinHA49_or	vadinHA49_fa	vadinHA49_ge
Otu011726	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Gastranaerophilales_fa	Gastranaerophilales_ge
Otu011727	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu011728	Bacteria	Elusimicrobia	Lineage_IIb	Lineage_IIb_or	Lineage_IIb_fa	Lineage_IIb_ge
Otu011729	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutaceae_unclassified
Otu011730	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu011731	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu011732	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu011733	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
Otu011734	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales_unclassified	Sphingobacteriales_unclassified
Otu011735	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Otu011736	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu011737	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu011738	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	P3OB-42_ge
Otu011739	Bacteria	Bacteroidetes	OC31	OC31_or	OC31_fa	OC31_ge
Otu011740	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridiaceae_1_unclassified
Otu011741	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu011742	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	uncultured
Otu011743	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallales_fa	Victivallales_ge
Otu011744	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu011745	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge
Otu011746	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
Otu011747	Bacteria	Patescibacteria	ABY1	Candidatus_Uhrbacteria	Candidatus_Uhrbacteria_fa	Candidatus_Uhrbacteria_ge
Otu011748	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu011749	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	DS-100	DS-100_fa	DS-100_ge
Otu011750	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge
Otu011751	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae_unclassified
Otu011752	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes_VC2.1_Bac22	Bacteroidetes_VC2.1_Bac22_fa	Bacteroidetes_VC2.1_Bac22_ge
Otu011753	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria_fa	Candidatus_Magasanikbacteria_ge
Otu011754	Bacteria	BRC1	BRC1_cl	BRC1_or	BRC1_fa	BRC1_ge
Otu011755	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocales_unclassified	Nostocales_unclassified
Otu011756	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured
Otu011757	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_unclassified	Phycisphaerae_unclassified	Phycisphaerae_unclassified
Otu011758	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
Otu011759	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu011760	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu011761	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Coleofasciculaceae_unclassified
Otu011762	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae_unclassified
Otu011763	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Otu011764	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
Otu011765	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
Otu011766	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	0319-6G20_ge
Otu011767	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured
Otu011768	Bacteria	Planctomycetes	Planctomycetacia	uncultured	uncultured_fa	uncultured_ge
Otu011769	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium
Otu011770	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu011771	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
Otu011772	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
Otu011773	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexaceae_unclassified
Otu011774	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
Otu011775	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified
Otu011776	Bacteria	Planctomycetes	Pla4_lineage	Pla4_lineage_or	Pla4_lineage_fa	Pla4_lineage_ge
Otu011777	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu011778	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu011779	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfurivibrio
Otu011780	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured
Otu011781	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
Otu011782	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu011783	Bacteria	Cyanobacteria	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified
Otu011784	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_unclassified	Rickettsiales_unclassified
Otu011785	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
Otu011786	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
Otu011787	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa
Otu011788	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria_fa	Candidatus_Magasanikbacteria_ge
Otu011789	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilaceae_unclassified
Otu011790	Bacteria	Omnitrophicaeota	Omnitrophicaeota_cl	Omnitrophicaeota_or	Omnitrophicaeota_fa	Omnitrophicaeota_ge
Otu011791	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
Otu011792	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu011793	Bacteria	Cyanobacteria	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified
Otu011794	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu011795	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_unclassified	Anaerolineae_unclassified	Anaerolineae_unclassified
Otu011796	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallaceae_ge
Otu011797	Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26	BSV26_ge
Otu011798	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_ge
Otu011799	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiales_unclassified	Chlamydiales_unclassified
Otu011800	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group_ge
Otu011801	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu011802	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu011803	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
Otu011804	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu011805	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified
Otu011806	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
Otu011807	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	uncultured
Otu011808	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
Otu011809	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu011810	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
Otu011811	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge
Otu011812	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu011813	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioidaceae_unclassified
Otu011814	Bacteria	Elusimicrobia	Lineage_IIb	Lineage_IIb_or	Lineage_IIb_fa	Lineage_IIb_ge
Otu011815	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
Otu011816	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
Otu011817	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Doudnabacteria	Candidatus_Doudnabacteria_fa	Candidatus_Doudnabacteria_ge
Otu011818	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Otu011819	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu011820	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu011821	Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_unclassified	Anaerolineae_unclassified	Anaerolineae_unclassified
Otu011822	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
Otu011823	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Rivularia_PCC-7116
Otu011824	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
Otu011825	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge
Otu011826	Bacteria	Omnitrophicaeota	Omnitrophicaeota_cl	Omnitrophicaeota_or	Omnitrophicaeota_fa	Omnitrophicaeota_ge
Otu011827	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Otu011828	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured_ge
Otu011829	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	Obscuribacterales_fa	Obscuribacterales_ge
Otu011830	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu011831	Bacteria	Planctomycetes	028H05-P-BN-P5	028H05-P-BN-P5_or	028H05-P-BN-P5_fa	028H05-P-BN-P5_ge
Otu011832	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_fa	SAR202_clade_ge
Otu011833	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Lloydbacteria	Candidatus_Lloydbacteria_fa	Candidatus_Lloydbacteria_ge
Otu011834	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	CCM11a_fa	CCM11a_ge
Otu011835	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Otu011836	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu011837	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured_ge
Otu011838	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	Obscuribacterales_fa	Obscuribacterales_ge
Otu011839	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovoracaceae_unclassified
Otu011840	Bacteria	Omnitrophicaeota	Omnitrophicaeota_cl	Omnitrophicaeota_or	Omnitrophicaeota_fa	Omnitrophicaeota_ge
Otu011841	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu011842	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	mle1-8_fa	mle1-8_ge
Otu011843	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured
Otu011844	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Candidatus_Peregrinibacteria_fa	Candidatus_Peregrinibacteria_ge
Otu011845	Bacteria	Omnitrophicaeota	Omnitrophicaeota_cl	Omnitrophicaeota_or	Omnitrophicaeota_fa	Omnitrophicaeota_ge
Otu011846	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu011847	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge
Otu011848	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured
Otu011849	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	bacteriap25_ge
Otu011850	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Arsenicitalea
Otu011851	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
Otu011852	Bacteria	Patescibacteria	ABY1	Candidatus_Buchananbacteria	Candidatus_Buchananbacteria_fa	Candidatus_Buchananbacteria_ge
Otu011853	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured
Otu011854	Bacteria	Omnitrophicaeota	Omnitrophicaeota_cl	Omnitrophicaeota_or	Omnitrophicaeota_fa	Omnitrophicaeota_ge
Otu011855	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b_ge
Otu011856	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter
Otu011857	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu011858	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured
Otu011859	Bacteria	FCPU426	FCPU426_cl	FCPU426_or	FCPU426_fa	FCPU426_ge
Otu011860	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Otu011861	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group_ge
Otu011862	Bacteria	WS2	WS2_cl	WS2_or	WS2_fa	WS2_ge
Otu011863	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured_ge
Otu011864	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Isosphaeraceae_unclassified
Otu011865	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales_unclassified	Micavibrionales_unclassified
Otu011866	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu011867	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu011868	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Micavibrionaceae_unclassified
Otu011869	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria_or	Gracilibacteria_fa	Gracilibacteria_ge
Otu011870	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)_fa	SAR324_clade(Marine_group_B)_ge
Otu011871	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21
Otu011872	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
Otu011873	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
Otu011874	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge
Otu011875	Bacteria	Armatimonadetes	uncultured	uncultured_or	uncultured_fa	uncultured_ge
Otu011876	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2
Otu011877	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_or	BD2-11_terrestrial_group_fa	BD2-11_terrestrial_group_ge
Otu011878	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	bacteriap25_ge
Otu011879	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	P3OB-42_ge
Otu011880	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
Otu011881	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	0319-6G20_ge
Otu011882	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured
Otu011883	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria_or	Gracilibacteria_fa	Gracilibacteria_ge
Otu011884	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales_unclassified	Micavibrionales_unclassified
Otu011885	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	mle1-27_ge
Otu011886	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu011887	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales_unclassified	Micavibrionales_unclassified
Otu011888	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu011889	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_unclassified	Myxococcales_unclassified
Otu011890	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180	ADurb.Bin180_fa	ADurb.Bin180_ge
Otu011891	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
Otu011892	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
Otu011893	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured
Otu011894	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria_or	Gracilibacteria_fa	Gracilibacteria_ge
Otu011895	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu011896	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
Otu011897	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
Otu011898	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Betaproteobacteriales_unclassified	Betaproteobacteriales_unclassified
Otu011899	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
Otu011900	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae_unclassified	Verrucomicrobiae_unclassified	Verrucomicrobiae_unclassified
Otu011901	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu011902	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	CCM11a_fa	CCM11a_ge
Otu011903	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu011904	Bacteria	Omnitrophicaeota	Omnitrophicaeota_cl	Omnitrophicaeota_or	Omnitrophicaeota_fa	Omnitrophicaeota_ge
Otu011905	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
Otu011906	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobiaceae_unclassified
