Sample	OTU1	OTU2	OTU3	OTU6	OTU7	OTU17	OTU61
N_10	42.86818884744837	0.35931956699718004	25.29336850723187	3.333939779859911	0.004548348949331393	1.9785317929591557	0.231965796415901
N_11	38.946157386102165	0.704095720202485	11.426599171652093	11.633686148182235	0.2761159687068569	2.7703635526921304	0.04141739530602853
N_12	39.39943968748767	0.007891725525786214	5.094108826895001	8.665114627313262	4.557471491141539	0.3314524720830209	0.0591879414433966
N_13	33.063856844400036	0.022708692887637386	11.917522027432101	5.972386229448633	2.824961395222091	0.3451721318920883	0.013625215732582434
N_14	22.816337794949636	0.04139643990616807	12.03946460604388	9.383193045398096	3.546295018628398	0.24492893611149444	0.031047329929626055
N_15	23.841440061279204	0.012766500702157539	10.028086301544747	3.2171581769436997	2.6618153963998465	0.044682752457551385	0.044682752457551385
N_16	30.854528535980148	0.02326302729528536	17.323200992555833	1.0584677419354838	0.5117866004962779	0.30629652605459057	0.027140198511166256
N_17	0.1887029815071078	0.40256636054849665	1.3397911687004656	4.013083406717826	3.969052711032834	2.3084664737702854	0.1761227827399673
N_18	0.2609053874673868	3.043896187119513	15.196594498100428	0.4073785874490777	1.5837414748020324	0.5446972124319128	0.6453975374193254
N_19	0.5331028023917586	0.14768388444636554	1.678553418341618	1.177869029608818	1.7217779698868958	4.390894027807795	0.6159498595202074
N_20	0.2751543095114152	0.17476016955454748	1.2679408046404403	1.6955454748270988	0.8328995314940135	1.5319402097122035	0.35695694206886297
N_21	0.9723874779469085	5.251712961063472	2.781766709063308	0.4513190825913921	0.07385221351495508	0.18463053378738767	0.24207114429901938
N_22	0.42687915762512896	3.731635302906336	5.175909786204688	0.1280637472875387	0.27391412614279104	0.14940770516879515	0.2561274945750774
N_23	0.2659738974454135	4.728768479000433	9.844126925218037	0.13298694872270675	0.5938021896455743	0.36803364879074657	0.16082142636234306
N_24	0.1725327812284334	2.7260179434092477	2.1739130434782608	0.3105590062111801	0.5521048999309869	2.8640441683919944	0.6211180124223602
N_25	0.0073038016287477634	0.0401709089581127	0.8435890881203667	7.208852207574042	0.11320892524559034	0.8581966913778623	0.23006975130555454
N_26	0.08406658073193969	0.35868407778960937	4.685310766126773	2.3762820153561623	0.1457154066020288	1.8158381438098976	0.42033290365969844
SACa_21_1	1.3218717054577893	3.5763522828643257	1.2894331359987026	0.11353499310680398	0.6893196010055956	0.1865217743897494	0.39737247587381397
SACa_21_2	0.1055548225359546	2.8895632669217575	1.0027708140915688	0.1055548225359546	0.34305317324185247	0.0527774112679773	0.3166644676078639
SACa_21_3	0.2724331687382939	2.537033883875362	0.323514387876724	0.034054146092286734	0.2043248765537204	0.017027073046143367	0.3064873148305806
SACa_21_4	4.367720465890184	3.1613976705490847	0.3535773710482529	0.2911813643926789	1.2479201331114809	0.4575707154742097	0.6031613976705491
SACa_21_5	1.9905642086214697	4.472306598591095	0.6204355974924062	0.6042784204743747	0.8337103341304207	0.10017449751179475	0.15510889937310154
SACa_21_6	0.9495448926845713	4.107203056523205	0.4382514889313406	0.23598157096302955	0.8933588043600403	0.4101584447690752	0.4101584447690752
SACa_21_11	6.319353018619522	0.03761519653940192	17.309259607548118	8.237728042129019	2.0312206131277035	0.14419158673437402	0.15672998558084134
SACa_21_12	0.2926398321462095	3.5503285296228806	0.31472585721384794	0.11595163160510187	0.17668820054110762	0.171166694274198	0.48037104522113633
SACa_21_13	0.5011370336056599	3.752210898677672	1.4991998652404617	0.9348942979870293	0.6316853364777225	0.0926471826833993	0.3579550240040428
SACa_21_14	0.40833420584232016	5.444456077897603	1.7589781174746097	0.35598366663176634	0.6177363626845357	0.07329075489477542	0.9108993822636373
SACa_21_15	0.5142612256559211	2.185610209037665	0.4428360554259321	0.06190181419932384	0.1523736964906433	0.09047188229131946	0.276177324889291
SACa_21_16	5.63180312352106	2.602934216753431	3.3838144817794604	3.2891623284429716	4.235683861807856	0.18930430667297682	0.14197823000473261
CSF_22_6	0.056173463655769015	2.808673182788451	2.044714077069992	1.5728569823615324	0.14605100550499944	2.4716324008538364	0.16852039096730706
CSF_22_7	0.026588673225206066	0.7644243552246742	1.425817601701675	1.1499601169901623	0.04320659399095985	11.672427545865462	0.2924754054772667
CSF_22_8	0.041816509157815505	1.764656686459814	6.297566279167015	1.1541356527557078	0.020908254578907753	0.9408714560508489	0.041816509157815505
CSF_22_9	0.021941854086670324	2.7756445419637963	4.6818431157432805	2.032364234777839	0.14810751508502468	0.6445419637959408	0.0877674163466813
CSF_22_10	0.019705986678753003	5.588617822094352	6.49509320931699	1.6316556970007488	0.04729436802900722	0.19705986678753007	0.08670634138651322
CSF_22_11	9.504921404436608	1.3515498751285442	9.372704568826208	0.3966505068312032	0.17628911414720141	1.5645658880564124	0.13221683561040104
CSF_22_12	0.6219095682316358	1.3049905694040882	0.8767905388183719	0.8767905388183719	5.010959881735229	0.6932762399959219	0.10705000764642911
CSF_22_13	7.806048432094633	1.12152661533311	6.037272625823011	0.13949336011605848	0.22876911059033592	0.3571030018971097	0.13391362571141616
CSF_22_14	5.435516542876435	4.638757596218771	1.1073598919648886	0.7089804186360568	0.18906144496961513	0.3713706954760297	0.16205266711681296
CSF_22_15	0.08075505980921617	2.508454045323777	2.2308585272295964	0.8176449805683137	0.010094382476152021	1.2264674708524705	0.07066067733306415
CSF_22_16	22.97348794164081	0.04899559039686428	39.305351407262236	0.04355163590832381	0.016331863465621425	4.164625183733464	0.12521095323643094
CSF_22_17	0.12653859427125275	2.2949499597377203	6.614517427815484	0.8282526170481996	0.1495456114114805	1.6507534798113424	0.09777982284596802
CSF_22_18	11.116600790513834	0.1564558629776021	22.706686429512516	0.012351778656126482	0.016469038208168644	0.592885375494071	0.3046772068511199
CSF_22_19	6.295277395690051	0.08711600183402109	38.31728564878496	0.24759284731774417	0.036680421824850984	2.434662998624484	0.1879871618523613
CSF_22_20	2.0240564081294066	0.5557859809207797	12.335130651182082	0.6138531729572791	0.16590626296142677	0.6138531729572791	0.2903359601824969
CSF_22_21	2.02152190622598	0.30361260568793236	44.39277478862414	1.2029208301306689	0.026902382782475018	2.190622598001537	0.04996156802459646
CSF_22_22	3.2398316970546985	0.049088359046283316	47.26507713884993	0.08415147265077139	0.028050490883590466	1.1851332398316972	0.07012622720897616
CSF_22_23	2.149451817657242	0.2404308520869398	7.318715137526448	7.280246201192537	0.29813425658780535	0.2404308520869398	0.10578957491825351
CSF_22_24	1.058814436973491	0.2936857562408223	8.632815518973645	2.0326145760877967	0.3400571914367416	0.43280006182858033	0.14684287812041116
CSF_22_25	0.5259139876155738	0.6022563406565442	5.1319026210874545	0.033929934684875734	0.04241241835609467	7.557892951056069	0.14420222241072186
CSF_22_26	0.07911809694604145	0.8755736062028587	0.6487683949575399	0.03164723877841658	0.010549079592805528	9.014188512052323	0.26900152961654095
CSF_22_27	0.6850606498648734	1.4329709006347808	0.6850606498648734	0.9930236942995411	6.297530010684432	0.5656464081453083	0.08170448117654452
CSF_22_28	0.010584250635055038	1.111346316680779	2.7836579170194753	0.04233700254022015	0.06350550381033022	1.0266723116003387	0.010584250635055038
CSF_22_29	0.24074435552085366	0.19519812609798945	0.21797124080942154	0.3903962521959789	0.579087774090702	0.40991606480577786	0.17242501138655736
CSF_22_30	0.007684327813424521	0.2036346870557498	4.034272102047874	1.3639681868828524	0.24205632612287242	5.156183962807853	0.061474622507396166
CSF_22_31	0.08693636258258954	2.5559290599281326	2.781963602642865	0.14489393763764924	0.24921757273675668	0.9215254433754492	0.01738727251651791
CSF_22_32	13.377363377363377	0.7726841060174393	3.8288871622204956	0.17266683933350602	0.04748338081671415	0.48346715013381675	0.11655011655011654
W1	0.5711226128859539	0.4908084954488667	0.13831875780831698	0.044618954131715155	0.053542744958058185	0.053542744958058185	0.3524897376405497
W2	0.3469991003727027	0.11566636679090092	0.0	0.0	0.0	0.03855545559696697	0.30844364477573577
W3	0.2652519893899204	0.13925729442970822	0.03315649867374005	0.046419098143236075	0.00663129973474801	0.00663129973474801	0.15251989389920426
W4	5.991379310344827	0.12392241379310345	0.016163793103448277	0.0	0.15086206896551724	0.04310344827586207	0.1939655172413793
21W1	0.3197789182787209	0.0	0.0039478878799842085	0.0	0.0	0.0	0.40663245163837347
21W2	0.2472847168347556	0.004848719937936384	0.004848719937936384	0.0	0.0	0.0	0.46547711404189296
21W3	0.27021480366671224	0.0	0.0	0.0	0.0	0.0034204405527431935	0.4549185935148447
SACa_21_W1	0.0	0.0	0.013614703880190607	0.0	0.0	0.0	0.10891763104152485
SACa_21_W2	0.0	0.0	0.0	0.0	0.0	0.0	0.052294417570924304
SACa_21_W3	0.0	0.0	0.0	0.0	0.0	0.0	0.11284134506883321
SACa_21_W4	0.0	0.0	0.0	0.0	0.012138868657441126	0.0	0.06069434328720563
CSF_22_W1	0.3609022556390977	0.048872180451127824	0.2142857142857143	0.056390977443609026	2.4849624060150375	0.03383458646616541	0.39849624060150374
CSF_22_W2	0.22760075496835794	0.01665371377817253	0.27201065837681804	0.10547352059509271	2.758965249250583	0.07216609303874764	0.3830354168979683
