Sample	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	N30	N31	N_1	N_2	N_3	N_4	N_5	N_6	N_7	N_8	N_9	N_10	N_11	N_12	N_13	N_14	N_15	N_16	N_17	N_18	N_19	N_20	N_21	N_22	N_23	N_24	N_25	N_26	SACa_21_1	SACa_21_2	SACa_21_3	SACa_21_4	SACa_21_5	SACa_21_6	SACa_21_11	SACa_21_12	SACa_21_13	SACa_21_14	SACa_21_15	SACa_21_16	CSF_22_6	CSF_22_7	CSF_22_8	CSF_22_9	CSF_22_10	CSF_22_11	CSF_22_12	CSF_22_13	CSF_22_14	CSF_22_15	CSF_22_16	CSF_22_17	CSF_22_18	CSF_22_19	CSF_22_20	CSF_22_21	CSF_22_22	CSF_22_23	CSF_22_24	CSF_22_25	CSF_22_26	CSF_22_27	CSF_22_28	CSF_22_29	CSF_22_30	CSF_22_31	CSF_22_32	W1	W2	W3	W4	W_1	W_2	W_2	SACa_21_W1	SACa_21_W2	SACa_21_W3	SACa_21_W4	CSF_22_W1	CSF_22_W2
Caedibacteraceae	0.009223107	0	0.016219285	0.005704832	0.030057109	0	0	0	0	0.015729206	0.006033911	0	0	0	0	0	0	0	0	0	0.001816266	0.001803036	0.007957982	0	0	0	0.005907023	0	0.003690582	0.021401056	0.067450034	0.078609486	0.214034551	0.382283873	0.227497527	0	0.046843893	0.00905551	0.009633911	0.061679745	0	0.004601933	0.003945863	0	0	0	0	0.012580199	0.013731862	0.007204092	0	0	0.007114653	0.012370879	0.034506556	0.003651901	0.028022194	0	0	0	0	0.003231435	0	0	0	0	0	0	0	0.011234693	0	0.020908255	0.008228195	0.043353171	0.00734538	0.005097619	0.005579734	0	0.075707869	0.097991181	0.017255263	0.053524374	0.013755158	0	0.011529593	0.014025245	0	0	0	0.01054908	0.01256992	0.021168501	0	0.003842164	0.005795758	0.004316671	0	0	0	0	0	0	0	0	0	0	0	0.022556391	0
Kiritimatiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032041012	0	0	0.168218931	0.074703853	0.086596153	0.034506556	0	0	0.024328927	0.013194353	0.051081219	0.020798669	0	0	0	0.066258075	0.063168534	0.230342373	0.052378458	0.023663038	0	0	0	0	0.011823592	0	0	0	0	0	0	0	0	0	0	0.395849347	0.014025245	0	0	0	0.00527454	0	0	0.354609929	0	0	0	0	0.012851819	0	0	0.007895776	0.00484872	0.010261322	0	0	0	0	0.018796992	0.016653714
KD3-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010086746	0	0	0.005315191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009083477	0	0	0	0	0	0.003602046	0	0	0	0	0	0	0.011208877	0.008109642	0.039583058	0.034054146	0.020798669	0.006462871	0.028093044	0.025076798	0.049693556	0.029478649	0.020940216	0.080948526	0.094652153	0	0	0	0	0	0.00734538	0	0.005579734	0.013504389	0.005047191	0	0	0	0	0.016590626	0	0	0.028851702	0.046371435	0.016964967	0	0.00628496	0	0	0	0	0.017266684	0.124933072	0.179925459	0.232095491	0.199353448	0.106592973	0.126066718	0.092351895	0.17699115	0.169956857	0.361092304	0.315610585	0.763157895	0.782724548
Nocardioidaceae	0	0.003772161	0.008109642	0	0.004293873	0.005485764	0	0.004902922	0.00296349	0.009437524	0	0.006739453	0	0	0	0	0.013448995	0	0.406021374	0	0	0.001803036	0.007957982	0	0	0	0	0	0	0	0.003550002	0.017468775	0	0.021844793	0.009891197	0.012612991	0.011710973	0.045277551	0.004816956	0.010279958	0.004548349	0	0	0	0.006899407	0	0	0.006290099	0.022886437	0.01801023	0.014873206	0.041029008	0.039130589	0.037112637	0	0	0.028022194	0	0	0	0	0.025851483	0.011237218	0	0.011043013	0.016844942	0.020940216	0.019046712	0	0.022469385	0	0.012544953	0.008228195	0.110353525	0.044072279	0.005097619	0	0.020256583	0	0	0.051765789	0	0	0	0	0	0	0	0	0	0.01885488	0	0.569327868	0.011526492	0.011591515	0	0.066928431	0.064259093	0.059681698	0.048491379	0.090801421	0.096974399	0.088931454	0	0.026147209	0.022568269	0.036416606	0.139097744	0.1609859
Steroidobacteraceae	0	0.003772161	0	0	0	0	0	0	0.00592698	0	0.003016955	0	0	0	0	0	0	0	0.001915195	0.005315191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029673591	0	0	0.00905551	0.004816956	0	0	0	0	0	0	0	0.003877171	0.012580199	0.009154575	0.003602046	0	0.008205802	0.007114653	0.00309272	0	0.003651901	0	0.13786392	0.303470115	0.630001703	0.124792013	0.067860143	0.089897741	0.025076798	0.237424769	0.197928072	0.115171186	0.276177325	0.023663038	0	0	0	0.005485464	0.003941197	0.01469076	0.066269052	0	0.033760972	0	0	0	0	0	0	0	0	0.038468936	0.015457145	0.008482484	0	0.131984162	0	0.156158501	0	0	0	0.044618954	0.038555456	0.026525199	0.070043103	0.20529017	0.155159038	0.1265563	0.040844112	0.013073604	0.112841345	0.036416606	0.135338346	0.116575996
NB1-j_fa	0	0	0	0	0	0	0	0	0.00296349	0	0	0	0	0	0	0	0.006724497	0.003195194	0	0.005315191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008408661	0	0	0	0	0	0	0	0	0	0	0.003877171	0	0	0.003602046	0	0.008205802	0.010671979	0	0.034506556	0	0	0.056767497	0.09236047	0.102162438	0.041597338	0.138951722	0.056186088	0.031345997	0.077301088	0.109492125	0.062820647	0.171420409	0.047326077	0.011234693	0	0	0.013713659	0	0.029381519	0.056073814	0.156232563	0.074274139	0.015141574	0	0	0	0	0	0	0	0.21157915	0.139114306	0.076342353	0	0.050279681	0	0.117118876	0	0	0.021583355	0.089237908	0.141370004	0.119363395	0.096982759	0.05527043	0.053335919	0.078670133	0.122532335	0.091515231	0.248250959	0.157805293	0.090225564	0.094371045
Bdellovibrionaceae	0	0	0	0	0	0	0	0	0	0.003145841	0.033186508	0.047176169	0.024378352	0.016274717	0.028275454	0	0.036984735	0.019171167	0.007660781	0.026575954	0.027243997	0.019833399	0.003978991	0.006577649	0.00630875	0.00284495	0	0.004724781	0	0.003566843	0.003550002	0.200890908	0.061152729	0.114685162	0.158259149	0.08829094	0.058554866	0.072444082	0.072254335	0.030839873	0.013645047	0.078232858	0.007891726	0.036333909	0.06209466	0.051066003	0.069789082	0.037740596	0.059504737	0.028816368	0.022309809	0.086160916	0.056917221	0.037112637	0.069013112	0.04382281	0.117693213	0.373043549	0.263887056	0.408649753	0.291181364	0.145414593	0.207888527	0.188075983	0.41411297	0.416912322	0.418804314	0.438074377	0.212967345	0.134816313	0.083089604	0.041816509	0.120680197	0.17735388	0.161598355	0.030585716	0.128333891	0.135043889	0.398728108	0.130654908	0.086276314	0.119400527	0.073360844	0.149315637	0.076863951	0.140252454	0.182727448	0.255042894	0.229027059	0.042196318	0.050279681	0.021168501	0.120372178	0.046105967	0.017387273	0.198566865	1.115473853	0.976738208	1.087533156	0.964439655	0.217133833	0.392746315	0.300998769	0.013614704	0.052294418	0.022568269	0.012138869	1.605263158	1.437770623
Pseudohongiellaceae	0	0	0	0	0	0	0	0	0	0	0.009050866	0	0	0	0	0	0	0.003195194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008408661	0	0	0.009633911	0	0	0	0	0	0	0	0.003877171	0	0	0	0	0	0	0	0	0.007303802	0	0.072986781	0.026388706	0.051081219	0	0.016157177	0.011237218	0.018807598	0.033129038	0.016844942	0.020940216	0.052378458	0	0	0	0	0.002742732	0.007882395	0	0.005097619	0.033478406	0.013504389	0.010094382	0	0	0	0	0	0	0	0.019234468	0.015457145	0	0	0	0	0.003253302	0.007684328	0.005795758	0.012950013	0.017847582	0.038555456	0.033156499	0.016163793	0.584287406	0.533359193	0.448077712	0	0	0	0	0.146616541	0.138780948
Rikenellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009154575	0	0	0.086160916	0.007114653	0.024741758	0	0	0	0.008109642	0	0.749191214	0	0.006462871	0	0	0.027607531	0.004211236	0	0.019046712	0	0	0	0	0	0	0	0	0.005579734	0	0	0	0	0	0	0	0	0	0.096172341	0.007728573	0	0.00527454	0	0	0.009759906	0	0	0	0.178475817	0.115666367	0.25862069	0.113146552	0.007895776	0.00969744	0.013681762	0	0	0	0	0.018796992	0.044409903
Legionellaceae	0.024594952	0.011316484	0.044603033	0.051343488	0.012881618	0.016457293	0.032	0.13728182	0.023707918	0.028312571	0.120678212	0	0.077198115	0.097648303	0.043698429	0.056698526	0.05043373	0.102246222	0.030643123	0.026575954	0.06175306	0.077530561	0.023873946	0.052621193	0.0126175	0.051209104	0.011814047	0.014174344	0.018452908	0.032101584	0.166850083	0.410516202	0.038220456	0.267598711	0.029673591	0.206012193	0.093687785	0.081499593	0.077071291	0.08223966	0.036386792	0.128854119	0.055242079	0.06358434	0.120739616	0.095748755	0.104683623	0.132092087	0.09154575	0.054030689	0.018591507	0.127189923	0.149407705	0.11752335	0.034506556	0.040170909	0.201759794	0.218960344	0.197915292	0.085135365	0.083194676	0.106637368	0.123609394	0.125383988	0.126994644	0.210561779	0.167521725	0.185705443	0.070989115	0.011234693	0.166179208	0.09199632	0.071311026	0.102471131	0.022036139	0.122342866	0.027898672	0.054017556	0.100943825	0.038107681	0.023007017	0.032938076	0.036680422	0.041476566	0.01537279	0.07713885	0.052894787	0.06182858	0.042412418	0.084392637	0.106844322	0.021168501	0.042292927	0.030737311	0.057957575	0.090650091	0.116009281	0.167073641	0.112732095	0.183189655	0.142123964	0.160007758	0.18470379	0.095302927	0.026147209	0.067704807	0.036416606	0.334586466	0.222049517
Gracilibacteria_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017236756	0	0	0	0	0.006577649	0.002102917	0	0	0	0	0	0	0	0	0	0	0.00420433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004102901	0.024901284	0.00309272	0	0	0	0	0.013194353	0	0	0.032314354	0.005618609	0.068961194	0.005521506	0.042112356	0.020940216	0.02380839	0.023663038	0	0	0	0	0	0.044072279	0.005097619	0.061377078	0.06076975	0	0	0	0	0	0.008295313	0.003843198	0.007012623	0.014425851	0.115928588	0.016964967	0.01054908	0.00628496	0	0.003253302	0	0	0.030216697	0.053542745	0.08996273	0.072944297	0.107758621	0	0	0	0	0	0	0.012138869	0.131578947	0.111024759
Shewanellaceae	0	0.007544323	0.004054821	0	0	0	0	0.161796431	0.008890469	0.084937712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009633911	0	0	0.009203866	0	0.03179217	0.013798813	0	0	0	0	0.090051149	0.223098089	0	0.145850379	0	0	0	0	0	0	0	0.083194676	0.048471531	0.174176874	0	0	0	0	0	0.023663038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053542745	0.012851819	0.0066313	0.010775862	0	0.00484872	0	0	0	0	0.024277737	0.018796992	0.011102476
vadinHA49_fa	0	0	0	0	0	0	0	0	0	0.003145841	0	0	0	0	0.005140992	0	0.030260238	0.031951944	0.001915195	0	0.001816266	0.003606073	0	0	0	0	0	0.004724781	0	0	0	0	0	0	0.019782394	0.016817322	0	0.018111021	0.024084778	0.006853305	0	0.570639669	0.007891726	0.136252157	0.16558576	0.165964509	0.104683623	0.20757328	0.068659312	0.086449103	0.014873206	0.004102901	0.014229305	0.021649038	0	0.036519008	0	0.072986781	0.105554823	0.051081219	0.145590682	0.11956311	0.033711653	0.169268384	0.187731213	0.105280889	0.083760863	0.066663492	0.14197823	0.033704078	0.029912257	0	0.005485464	0.051235565	0.110180696	0.066269052	0.106014954	0.195813639	0.196840458	0	0.011503509	0	0	0.257154708	0.146041507	0.028050491	0.043277553	0.170028596	0.110272288	0.01054908	0.062849601	0	0.052052834	0	0	0.047483381	0.290023202	0.115666367	0.285145889	0.237068966	0.031583103	0.043638479	0.051306608	0	0	0.022568269	0.012138869	0.101503759	0.138780948
Deltaproteobacteria_unclassified	0	0	0	0	0	0	0	0	0	0	0.003016955	0.060655075	0	0	0.017993471	0	0.023535741	0.003195194	0	0.042521527	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005461198	0.009891197	0.054656296	0.058554866	0.00905551	0.014450867	0	0	0.023009664	0.003945863	0	0.013798813	0.012766501	0.003877171	0.037740596	0.004577287	0.025214322	0.02602811	0.020514504	0.021343958	0.012370879	0	0.003651901	0	0.145973563	0.158332234	0.22135195	0.083194676	0.080785885	0.084279132	0.275844775	0.209817238	0.185294365	0.104701078	0.171420409	0.14197823	0.168520391	0.006647168	0.020908255	0.04662644	0.098529933	0.044072279	0.025488097	0.100435219	0.128291695	0.136274163	0.010887909	0.005751754	0.037055336	0	0	0.003843198	0.007012623	0.096172341	0.146842878	0.042412418	0.01054908	0.01256992	0	0.110612271	0	0.005795758	0.060433394	0.120471176	0.08996273	0.099469496	0.172413793	0.011843664	0.053335919	0.058147489	0.599046971	0.274545692	0.473933649	0.388443797	0.161654135	0.205395803
Parcubacteria_unclassified	0	0.003772161	0.020274106	0	0.025763236	0.016457293	0.0128	0.014708766	0.029634898	0.006291682	0.003016955	0	0.036567528	0.016274717	0.007711488	0.016199579	0.023535741	0.012780778	0	0	0	0.012621254	0.007957982	0	0	0	0	0	0	0	0	0	0.061152729	0	0.009891197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036926107	0.092490484	0.11752335	0	0	0	0.008109642	0.013194353	0.034054146	0	0.096943062	0.09551635	0.012538399	0.033129038	0.016844942	0	0.04761678	0	0.011234693	0	0	0.013713659	0.05911796	0.28646981	0.025488097	0.424059815	0.236326806	0.005047191	0.010887909	0	0.032938076	0	0	0.007686395	0.007012623	0.21157915	0.077285725	0.127237255	0.01054908	0.02513984	0	0.006506604	0	0	0.012950013	0.236480457	0.192777278	0.205570292	0.199353448	0	0.00484872	0.013681762	0.040844112	0.104588835	0.045136538	0.048555475	0.116541353	0.205395803
BIrii41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724954144	0.114661367	0.098301567	0.484668645	0.016817322	0	0.027166531	0.096339114	0.010279958	0.004548349	0	0	0	0.013798813	0	0.007754342	0	0.009154575	0.014408184	0	0.213350839	0.060474547	0.024741758	0.069013112	0.007303802	0.011208877	0.097315708	0.026388706	0	0	0.019388612	0.022474435	0.081499593	0.016564519	0.016844942	0.020940216	0.028570068	0.118315192	0.067408156	0.03988301	0.012544953	0.054854635	0.051235565	0.01469076	0.020390478	0.044637875	0.047265361	0.418916873	0	0.092028069	0	0	0.008295313	0.01537279	0	0.04808617	0.007728573	0.084824837	0	0	0	0.003253302	0	0	0.04316671	0.209709084	0.269888189	0.23872679	0.21012931	0.252664824	0.286074476	0.256533041	0	0	0	0	0.266917293	0.288664372
Phormidesmiales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005618609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016590626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCP2-54_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002102917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004541739	0.006899407	0	0	0	0	0	0	0	0.003557326	0	0	0	0	0	0	0	0	0.009694306	0.011237218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003253302	0	0	0	0.05800464	0.051407274	0.072944297	0.032327586	0.086853533	0.048487199	0.041045287	0.353982301	0.32684011	0.541638456	0.412721534	0.045112782	0.016653714
Verrucomicrobiales_unclassified	0	0	0	0	0	0.005485764	0	0	0.00296349	0.006291682	0	0	0	0.016274717	0.007711488	0.012149684	0.020173492	0.041537528	0	0.031891145	0.050855462	0.119000397	0.095495782	0.026310597	0	0	0	0.018899126	0	0.021401056	0	0.008734387	0	0	0.009891197	0	0.03513292	0	0.004816956	0	0.050031838	0	0	0.004541739	0.01034911	0.00638325	0.007754342	0.044030696	0	0.032418414	0.014873206	0.008205802	0.007114653	0	0	0	0	0.008109642	0	0.017027073	0	0.012925742	0.005618609	0	0	0.008422471	0	0.014285034	0	0.078642849	0.003323584	0	0.010970927	0.019705987	0.044072279	0.010195239	0.022318938	0.020256583	0.04037753	0.010887909	0.005751754	0.008234519	0.004585053	0.008295313	0	0.007012623	0.004808617	0.038642863	0.042412418	0	0.037709761	0	0.019519813	0	0	0.030216697	0.004461895	0	0.033156499	0.005387931	0.003947888	0.00484872	0.006840881	0	0	0	0	0.015037594	0.011102476
KI89A_clade_fa	0	0	0	0	0.004293873	0.016457293	0	0	0.00592698	0	0.030169553	0.013478906	0	0	0	0	0.043709233	0.003195194	0	0.042521527	0.001816266	0.021636436	0.011936973	0	0	0	0	0	0	0.003566843	0	0	0	0	0	0.008408661	0	0.027166531	0.03371869	0	0	0	0	0.004541739	0.003449703	0	0	0	0	0.025214322	0.014873206	0.004102901	0	0	0	0	0	0.016219285	0.039583058	0.22135195	0	0.032314354	0.067423306	0.100307191	0.099387113	0.080013476	0.083760863	0.161897053	0.047326077	0.022469385	0	0	0.002742732	0	0.022036139	0	0.022318938	0.013504389	0.005047191	0.005443954	0	0.008234519	0	0.016590626	0	0.014025245	0.014425851	0	0.025447451	0	0.02513984	0	0.084585855	0	0	0.030216697	0.026771372	0.012851819	0.019893899	0.005387931	0.043426767	0.0242436	0.044465727	0.272294078	0.169956857	0.203114421	0.169944161	0	0.016653714
Woeseiaceae	0	0	0	0	0	0	0	0	0	0	0.003016955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00905551	0.004816956	0	0	0.004601933	0	0	0.003449703	0	0	0	0	0	0	0	0.003557326	0	0	0	0	0	0.013194353	0.034054146	0.020798669	0.051702966	0.073041915	0	0.016564519	0.012633707	0	0.014285034	0	0	0	0	0	0	0	0	0.005579734	0.006752194	0	0	0	0	0	0	0	0	0	0.007728573	0	0.00527454	0	0	0.019519813	0	0	0.004316671	0.031233268	0.025703637	0.019893899	0.016163793	0.082905645	0.063033359	0.078670133	0.095302927	0.130736044	0.180546152	0.121388687	0.037593985	0.044409903
Rhizobiales_Incertae_Sedis	0	0	0.004054821	0	0	0	0	0	0.00592698	0.003145841	0.027152598	0.040436717	0.016252235	0.016274717	0.023134463	0.024299368	0.030260238	0.022366361	0.187689126	0.021260763	0	0.001803036	0	0	0	0.00284495	0	0.004724781	0.003690582	0.010700528	0	0.017468775	0.022932273	0.010922396	0.009891197	0.050451966	0.117109732	0.081499593	0.062620424	0.01370661	0	0.055223194	0.074971392	0.077209556	0.100041396	0.146814758	0.193858561	0.018870298	0.027463725	0.039622506	0.011154904	0.082058015	0.032015937	0.049483516	0.069013112	0.007303802	0.089671019	0.032438569	0.09236047	0.102162438	0.062396007	0.135720287	0.073041915	0.125383988	0.126994644	0.109492125	0.073290755	0.138088662	0.047326077	0.067408156	0.069795267	0.008363302	0.079539221	0.074882749	0.066108418	0.061171433	0.106014954	0.128291695	0.070660677	0.016331863	0.023007017	0.078227931	0.032095369	0.041476566	0.019215988	0.182328191	0.264473937	0.193214313	0.169649673	0.021098159	0.062849601	0.010584251	0.169171709	0.003842164	0.02318303	0.146766813	0.071390327	0.038555456	0.046419098	0.150862069	0.098697197	0.072730799	0.109454098	0.17699115	0.065368022	0.045136538	0.060694343	0.289473684	0.3219718
Planococcaceae	0.064561749	0.795926066	0.036493391	0.005704832	0.012881618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00420433	0	0	0	0	0	0	0	0	0.003449703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005521506	0	0	0.004761678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014025245	0	0	0.008482484	0.01054908	0.00628496	0	0.016266511	0	0	0	0	0	0	0.005387931	0.015791552	0.00484872	0.013681762	0.013614704	0.013073604	0	0.036416606	0.007518797	0.005551238
Babeliales_fa	0	0	0	0	0	0	0	0	0	0	0.009050866	0	0	0	0	0	0	0	0	0	0	0.009015182	0	0	0	0	0	0	0	0	0	0	0	0	0.039564787	0.147151566	0.011710973	0.018111021	0.014450867	0	0	0	0	0.022708693	0.017248517	0.00638325	0.007754342	0	0	0.010806138	0.029746412	0	0	0.00309272	0.034506556	0	0	0.105425351	0.09236047	0.034054146	0.103993344	0.067860143	0.073041915	0.043884396	0.375462426	0.151604481	0.052350539	0.285700681	0.189304307	0.022469385	0	0	0	0	0.058763038	0.010195239	0.044637875	0.094530722	0.005047191	0.010887909	0	0.053524374	0	0	0	0.021037868	0.038468936	0.038642863	0.033929935	0	0.00628496	0	0.039039625	0	0.028978788	0.082016749	0.147242549	0.115666367	0.198938992	0.107758621	0.035530991	0.101823119	0.051306608	0.040844112	0.013073604	0.090273076	0.036416606	0.19924812	0.227600755
Cryptosporangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003602046	0	0	0	0.009278159	0	0	0	0.105425351	0.158332234	0.289460242	0.041597338	0.071091579	0.061804697	0.018807598	0.303682845	0.269519077	0.115171186	0.366649207	0.070989115	0	0	0	0	0	0.00734538	0.010195239	0.027898672	0.040513167	0.005047191	0	0	0	0	0	0	0	0.091363724	0.077285725	0	0.01054908	0.00628496	0	0.195198126	0	0	0.004316671	0.013385686	0.012851819	0.033156499	0.016163793	0.015791552	0.01454616	0.006840881	0	0	0	0	0	0
Diplorickettsiaceae	0	0	0.008109642	0.045638656	0	0.005485764	0.0832	0	0.047415837	0.022020888	0.018101732	0.07413398	0	0.040686793	0.066832892	0.012149684	0.006724497	0	0	0.047836717	0.010897599	0.012621254	0.011936973	0	0	0	0	0	0	0	0	0.043671936	0	0.005461198	0.019782394	0.079882279	0.081976812	0.036222041	0.043352601	0.250145633	0.004548349	0.009203866	0.011837588	0.009083477	0.003449703	0.012766501	0.007754342	0.031450497	0.013731862	0.025214322	0.014873206	0.073852214	0.145850379	0.027834478	0	0.007303802	0	0.356824264	0.369441879	0.187297804	0.083194676	0.093711627	0.09551635	0.119114789	0.149080669	0.703276341	0.513035284	0.204752155	0.260293422	0.078642849	0.116325445	0.054361462	0.153592979	0.256177827	0.168943734	0.091757149	0.256667783	0.168804862	0.196840458	0.021775818	0.005751754	0.053524374	0.013755158	0.033181253	0.007686395	0.112201964	0.134641277	0.193214313	0.144202222	0.01054908	0.119414242	0.010584251	0.097599063	0.188266031	0.614350296	0.474833808	0.116009281	0.167073641	0.152519894	0.161637931	0.031583103	0.03878976	0.064988371	0.013614704	0.013073604	0.022568269	0	0.492481203	0.471855224
Bernardetiaceae	0.036892428	0.105620521	0.332495337	0.005704832	0	0.010971529	0	0	0	0.006291682	0	0	0	0	0	0	0	0	0	0.005315191	0	0	0	0	0	0	0	0	0	0	0	0.104812647	0.007644091	0	0	0	0.023421946	0.00905551	0	0	0	0	0	0	0	0	0	0	0	0.010806138	0.011154904	0	0	0	0	0.007303802	0.005604439	0.024328927	0	0	0	0.022620048	0.011237218	0	0.011043013	0.016844942	0	0.004761678	0.023663038	0.056173464	0	0.025089905	0.027427318	0.003941197	0	0	0	0	0.025235956	0	0	0	0	0.016590626	0.003843198	0	0.004808617	0.108200015	0	0	0	0.010584251	0	0.034579475	0.04636606	0	0.022309477	0.025703637	0.013262599	0.005387931	0	0	0	0	0	0	0	0.018796992	0.022204952
Candidatus_Magasanikbacteria_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014450867	0	0	0	0	0	0.003449703	0	0	0	0	0	0	0	0	0	0	0	0	0.056767497	0	0.034054146	0	0.029082919	0.033711653	0.012538399	0.077301088	0.07580224	0.041880431	0.185705443	0.260293422	0.044938771	0	0	0.027427318	0.074882749	0.00734538	0.050976194	0.08927575	0.087778528	0.277595518	0.103435135	0	0.028820817	0.004585053	0.008295313	0.011529593	0.035063114	0.403923832	0.525542932	0.025447451	0.00527454	0.0314248	0	0.009759906	0.003842164	0	0.004316671	0.075852222	0.038555456	0.039787798	0.048491379	0	0	0.006840881	0	0	0	0	0.022556391	0.02775619
Thermoleophilia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003362249	0.006390389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003945863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016219285	0	0	0	0.009694306	0.033711653	0	0.016564519	0	0	0.014285034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008295313	0	0	0	0	0	0	0	0	0	0	0	0	0.450651437	0.411258193	0.50397878	0.544181034	0.015791552	0.00484872	0.006840881	0	0.013073604	0	0.024277737	0.293233083	0.283113134
Midichloriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074466926	0.039666799	0.019894955	0.032888246	0.004205833	0.00284495	0.005907023	0.037798252	0.003690582	0.042802112	0.007100004	0.034937549	0.007644091	0.087379171	0	0.008408661	0	0	0.024084778	0	0	0.009203866	0.007891726	0	0.006899407	0	0	0.037740596	0.01830915	0.010806138	0	0.024617405	0.039130589	0.015463599	0	0.010955702	0.033626632	0.064877139	0.026388706	0.034054146	0.083194676	0.016157177	0.050567479	0.012538399	0.082822594	0.021056178	0.073290755	0.038093424	0	0.033704078	0.053177346	0.142176131	0.079539221	0.023647184	0.01469076	0.015292858	0.100435219	0.054017556	0.151415737	0	0.051765789	0.012351779	0.009170105	0.016590626	0	0.035063114	0.024043085	0.03091429	0.042412418	0	0.00628496	0.021168501	0.016266511	0	0.028978788	0.012950013	0.075852222	0.025703637	0.059681698	0.059267241	0.007895776	0.00969744	0.013681762	0	0	0	0	0.086466165	0.022204952
